number,effect_name,batch_guess,family_guess,output_path,flat_browse_path,file_size_mb,marked_status,rating,notes
469,reaction_mask_bloom_physical_process,U_401_475_PHYSICAL_PROCESS,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/469__reaction_mask_bloom_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_469__reaction_mask_bloom_physical_process.mp4,4.56,,,
470,woven_scanloom_physical_process,U_401_475_PHYSICAL_PROCESS,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/470__woven_scanloom_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_470__woven_scanloom_physical_process.mp4,18.24,,,
471,edge_dust_cloud_physical_process,U_401_475_PHYSICAL_PROCESS,dust_particles,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/471__edge_dust_cloud_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_471__edge_dust_cloud_physical_process.mp4,1.26,,,
472,liquid_luma_river_physical_process,U_401_475_PHYSICAL_PROCESS,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/472__liquid_luma_river_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_472__liquid_luma_river_physical_process.mp4,2.61,,,
473,burning_aperture_reveal_physical_process,U_401_475_PHYSICAL_PROCESS,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/473__burning_aperture_reveal_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_473__burning_aperture_reveal_physical_process.mp4,9.01,,,
474,magnetic_field_drag_physical_process,U_401_475_PHYSICAL_PROCESS,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/474__magnetic_field_drag_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_474__magnetic_field_drag_physical_process.mp4,10.41,,,
475,final_physical_process_composite_physical_process,U_401_475_PHYSICAL_PROCESS,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/475__final_physical_process_composite_physical_process.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_475__final_physical_process_composite_physical_process.mp4,14.51,,,
476,macro_cave_v01_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/476__macro_cave_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_476__macro_cave_v01_physical_family.mp4,17.98,,,
477,terrain_relief_v01_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/477__terrain_relief_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_477__terrain_relief_v01_physical_family.mp4,9.95,,,
478,liquid_refraction_v01_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/478__liquid_refraction_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_478__liquid_refraction_v01_physical_family.mp4,5.81,,,
479,erosion_excavation_v01_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/479__erosion_excavation_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_479__erosion_excavation_v01_physical_family.mp4,6.83,,,
480,scan_waterfall_v01_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/480__scan_waterfall_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_480__scan_waterfall_v01_physical_family.mp4,12.71,,,
481,cloth_smear_v01_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/481__cloth_smear_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_481__cloth_smear_v01_physical_family.mp4,13.38,,,
482,shadow_contour_v01_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/482__shadow_contour_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_482__shadow_contour_v01_physical_family.mp4,19.95,,,
483,dust_organism_v01_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/483__dust_organism_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_483__dust_organism_v01_physical_family.mp4,1.96,,,
484,fog_glass_bloom_v01_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/484__fog_glass_bloom_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_484__fog_glass_bloom_v01_physical_family.mp4,3.16,,,
485,compression_material_v01_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/485__compression_material_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_485__compression_material_v01_physical_family.mp4,17.29,,,
486,hybrid_physical_v01_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/486__hybrid_physical_v01_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_486__hybrid_physical_v01_physical_family.mp4,64.36,,,
487,macro_cave_v02_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/487__macro_cave_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_487__macro_cave_v02_physical_family.mp4,9.05,,,
488,terrain_relief_v02_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/488__terrain_relief_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_488__terrain_relief_v02_physical_family.mp4,13.33,,,
489,liquid_refraction_v02_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/489__liquid_refraction_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_489__liquid_refraction_v02_physical_family.mp4,24.67,,,
490,erosion_excavation_v02_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/490__erosion_excavation_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_490__erosion_excavation_v02_physical_family.mp4,8.74,,,
491,scan_waterfall_v02_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/491__scan_waterfall_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_491__scan_waterfall_v02_physical_family.mp4,1.96,,,
492,cloth_smear_v02_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/492__cloth_smear_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_492__cloth_smear_v02_physical_family.mp4,11.53,,,
493,shadow_contour_v02_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/493__shadow_contour_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_493__shadow_contour_v02_physical_family.mp4,5.21,,,
494,dust_organism_v02_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/494__dust_organism_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_494__dust_organism_v02_physical_family.mp4,2.88,,,
495,fog_glass_bloom_v02_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/495__fog_glass_bloom_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_495__fog_glass_bloom_v02_physical_family.mp4,1.86,,,
496,compression_material_v02_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/496__compression_material_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_496__compression_material_v02_physical_family.mp4,5.47,,,
497,hybrid_physical_v02_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/497__hybrid_physical_v02_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_497__hybrid_physical_v02_physical_family.mp4,11.66,,,
498,macro_cave_v03_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/498__macro_cave_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_498__macro_cave_v03_physical_family.mp4,25.1,,,
499,terrain_relief_v03_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/499__terrain_relief_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_499__terrain_relief_v03_physical_family.mp4,7.7,,,
500,liquid_refraction_v03_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/500__liquid_refraction_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_500__liquid_refraction_v03_physical_family.mp4,8.23,,,
501,erosion_excavation_v03_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/501__erosion_excavation_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_501__erosion_excavation_v03_physical_family.mp4,21.97,,,
502,scan_waterfall_v03_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/502__scan_waterfall_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_502__scan_waterfall_v03_physical_family.mp4,73.55,,,
503,cloth_smear_v03_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/503__cloth_smear_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_503__cloth_smear_v03_physical_family.mp4,14.85,,,
504,shadow_contour_v03_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/504__shadow_contour_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_504__shadow_contour_v03_physical_family.mp4,2.65,,,
505,dust_organism_v03_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/505__dust_organism_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_505__dust_organism_v03_physical_family.mp4,19.22,,,
506,fog_glass_bloom_v03_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/506__fog_glass_bloom_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_506__fog_glass_bloom_v03_physical_family.mp4,9.33,,,
507,compression_material_v03_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/507__compression_material_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_507__compression_material_v03_physical_family.mp4,28.86,,,
508,hybrid_physical_v03_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/508__hybrid_physical_v03_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_508__hybrid_physical_v03_physical_family.mp4,38.48,,,
509,macro_cave_v04_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/509__macro_cave_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_509__macro_cave_v04_physical_family.mp4,25.09,,,
510,terrain_relief_v04_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/510__terrain_relief_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_510__terrain_relief_v04_physical_family.mp4,11.69,,,
511,liquid_refraction_v04_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/511__liquid_refraction_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_511__liquid_refraction_v04_physical_family.mp4,31.15,,,
512,erosion_excavation_v04_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/512__erosion_excavation_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_512__erosion_excavation_v04_physical_family.mp4,5.36,,,
513,scan_waterfall_v04_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/513__scan_waterfall_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_513__scan_waterfall_v04_physical_family.mp4,15.68,,,
514,cloth_smear_v04_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/514__cloth_smear_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_514__cloth_smear_v04_physical_family.mp4,14.89,,,
515,shadow_contour_v04_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/515__shadow_contour_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_515__shadow_contour_v04_physical_family.mp4,29.45,,,
516,dust_organism_v04_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/516__dust_organism_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_516__dust_organism_v04_physical_family.mp4,4.14,,,
517,fog_glass_bloom_v04_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/517__fog_glass_bloom_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_517__fog_glass_bloom_v04_physical_family.mp4,2.72,,,
518,compression_material_v04_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/518__compression_material_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_518__compression_material_v04_physical_family.mp4,9.69,,,
519,hybrid_physical_v04_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/519__hybrid_physical_v04_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_519__hybrid_physical_v04_physical_family.mp4,7.35,,,
520,macro_cave_v05_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/520__macro_cave_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_520__macro_cave_v05_physical_family.mp4,9.73,,,
521,terrain_relief_v05_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/521__terrain_relief_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_521__terrain_relief_v05_physical_family.mp4,9.6,,,
522,liquid_refraction_v05_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/522__liquid_refraction_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_522__liquid_refraction_v05_physical_family.mp4,19.17,,,
523,erosion_excavation_v05_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/523__erosion_excavation_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_523__erosion_excavation_v05_physical_family.mp4,7.39,,,
524,scan_waterfall_v05_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/524__scan_waterfall_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_524__scan_waterfall_v05_physical_family.mp4,62.54,,,
525,cloth_smear_v05_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/525__cloth_smear_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_525__cloth_smear_v05_physical_family.mp4,18.88,,,
526,shadow_contour_v05_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/526__shadow_contour_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_526__shadow_contour_v05_physical_family.mp4,5.13,,,
527,dust_organism_v05_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/527__dust_organism_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_527__dust_organism_v05_physical_family.mp4,8.15,,,
528,fog_glass_bloom_v05_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/528__fog_glass_bloom_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_528__fog_glass_bloom_v05_physical_family.mp4,9.45,,,
529,compression_material_v05_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/529__compression_material_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_529__compression_material_v05_physical_family.mp4,0.8,,,
530,hybrid_physical_v05_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/530__hybrid_physical_v05_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_530__hybrid_physical_v05_physical_family.mp4,21.94,,,
531,macro_cave_v06_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/531__macro_cave_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_531__macro_cave_v06_physical_family.mp4,8.31,,,
532,terrain_relief_v06_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/532__terrain_relief_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_532__terrain_relief_v06_physical_family.mp4,12.82,,,
533,liquid_refraction_v06_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/533__liquid_refraction_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_533__liquid_refraction_v06_physical_family.mp4,44.85,,,
534,erosion_excavation_v06_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/534__erosion_excavation_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_534__erosion_excavation_v06_physical_family.mp4,10.37,,,
535,scan_waterfall_v06_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/535__scan_waterfall_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_535__scan_waterfall_v06_physical_family.mp4,73.1,,,
536,cloth_smear_v06_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/536__cloth_smear_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_536__cloth_smear_v06_physical_family.mp4,11.03,,,
537,shadow_contour_v06_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/537__shadow_contour_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_537__shadow_contour_v06_physical_family.mp4,25.59,,,
538,dust_organism_v06_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/538__dust_organism_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_538__dust_organism_v06_physical_family.mp4,13.08,,,
539,fog_glass_bloom_v06_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/539__fog_glass_bloom_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_539__fog_glass_bloom_v06_physical_family.mp4,8.4,,,
540,compression_material_v06_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/540__compression_material_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_540__compression_material_v06_physical_family.mp4,8.53,,,
541,hybrid_physical_v06_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/541__hybrid_physical_v06_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_541__hybrid_physical_v06_physical_family.mp4,14.93,,,
